,text,sense,label,ind,new_label,wordnet_sense
141,"the boat moved off toward the left - hand shore of the lys , bearing the guilty woman and the executioner ; all the others remained on the right - hand bank , where they fell on their knees .","('fall', 'tomber', 'caer')",0,35,0,35
142,"but the soil was moist ; on reaching the top of the bank , she slipped and fell upon her knees .","('fall', 'tomber', 'caer')",0,17,0,35
143,"no sooner had candide uttered the names of the baron and pangloss , than the two slaves gave a great cry , ceased rowing , and let fall their oars out of their hands .","('fall', 'tomber', 'caer')",0,27,0,12
144,"it is impossible for anyone to have been more lamely hanged than i had been . the executioner was a subdeacon , and knew how to burn people very well , but as for hanging , he was a novice at it , being quite out of practice ; the cord being wet , and not slipping properly , the noose did not join . in short , i still continued to breathe ; the crucial incision made me scream to such a degree , that my surgeon fell flat upon his back ; and imagining it was the devil he was dissecting , ran away , and in his fright tumbled down stairs .","('fall', 'tomber', 'caer')",0,88,0,34
145,"his wife hearing the noise , flew from the next room , and seeing me stretched upon the table with my crucial incision , was still more terrified than her husband , and fell upon him .","('fall', 'tomber', 'caer')",0,33,0,
146,the knife fell to the ground .,"('fall', 'tomber', 'caer')",0,2,0,12
147,"he recounted all the events with which cyrus was unacquainted , the last fall of the balloon , the landing on this unknown land , which appeared a desert ( whatever it was , whether island or continent ) , the discovery of the chimneys , the search for him , not forgetting of course neb 's devotion , the intelligence exhibited by the faithful top , as well as many other matters .","('fall', 'chute', 'caer')",2,13,2,10
148,""" lord glenarvan could only arrive at one conclusion ; that his honest yacht had fallen into the hands of ben joyce , and had become a pirate vessel !","('fall', 'tomber', 'caer')",0,15,0,30
149,d’artagnan fell at the feet of the cardinal .,"('fall', 'tomber', 'caer')",0,1,0,35
150,"he was taken out from under the ruins , alive , but sadly hurt : a beam had fallen in such a way as to protect him partly ; but one eye was knocked out , and one hand so crushed that mr . carter , the surgeon , had to amputate it directly . the other eye inflamed : he lost the sight of that also . he is now helpless , indeed -- blind and a cripple . ""","('fall', 'tomber', 'caer')",0,18,0,34
151,"but he was obliged to lean on the sailor , or he would have fallen .","('fall', 'tomber', 'caer')",0,14,0,34
152,""" yes , the ground is all sown , "" said the jesuit , "" and we have not to fear that one portion of the seed may have fallen upon stone , another upon the highway , or that the birds of heaven have eaten the rest , aves coeli comederunt illam . ""","('fall', 'tomber', 'caer')",0,29,0,12
