,text,sense,label,ind,new_label,wordnet_sense
166,"this done , he moved with slow step and abstracted air towards a door in the wall bordering the orchard . i , supposing he had done with me , prepared to return to the house ; again , however , i heard him call "" jane ! ""","('return', 'rentrer', 'volver')",0,32,0,
167,the settlers awaited top 's return with much anxiety .,"('return', 'retour', 'volver')",3,5,3,1
168,"they will not dare to refuse me then ; and i will return to paris , and will see you again , and will be happy for an instant .","('return', 'revenir', 'volver')",1,12,1,16
169,"arrived there , he fastened , according to the orders of his master , both horse and mule to the knocker of the procurator ’s door ; then , without taking any thought for their future , he returned to porthos , and told him that his commission was completed .","('return', 'revenir', 'volver')",1,38,1,
170,""" four months ! "" cried the professor . "" we have time to go and to return ; and with what is left i will give a grand dinner to my friends at the johannæum . ""","('return', 'revenir', 'volver')",1,17,1,16
171,"the suppuration was much less abundant , and thanks to the incessant care by which he was surrounded!--herbert returned to life , and his fever abated .","('return', 'revenir', 'volver')",1,18,1,15
172,"this speech appeared very reasonable to the oreillons ; they deputed two of their people with all expedition to inquire into the truth of this affair , who acquitted themselves of their commission like men of sense , and soon returned with good tidings for our distressed adventurers .","('return', 'revenir', 'volver')",1,40,1,
173,""" you will leave france , you will return to england ? ""","('return', 'retourner', 'volver')",2,8,2,
174,""" yes , "" replied pencroft ; "" but in the meantime we are without fire , and our companions will find but a sorry repast on their return . ""","('return', 'retour', 'volver')",3,28,3,1
175,"herbert and spilett returned to finish their work ; and some hours after they came back to the shore , carrying the utensils and guns , a store of vegetables , of seeds , some game , and two couple of pigs .","('return', 'retourner', 'volver')",2,3,2,16
176,"before returning to the cave , the sailor and herbert , in the event of fire being positively unattainable , collected some more shell - fish , and then silently retraced their steps to their dwelling .","('return', 'retourner', 'volver')",2,1,2,13
177,"towards six o'clock , when the sun was disappearing behind the high lands of the west , herbert , who was walking up and down on the strand , signalized the return of neb and spilett .","('return', 'retour', 'volver')",3,31,3,1
178,they were returning alone ! ...,"('return', 'revenir', 'volver')",1,2,1,
179,"i will see the queen ; i will relate to her the details of the disappearance of this poor woman , of which she is no doubt ignorant . these details will guide her on her part , and on your return , i shall perhaps have some good news to tell you .","('return', 'retour', 'volver')",5,41,3,1
180,"he got into debt and into jail : his mother helped him out twice , but as soon as he was free he returned to his old companions and habits . his head was not strong : the knaves he lived amongst fooled him beyond anything i ever heard .","('return', 'retourner', 'volver')",2,23,2,15
181,"finally , as the hour for her interview with the count approached , milady had everything about her darkened , and ordered kitty to return to her own chamber , and introduce de wardes whenever he presented himself .","('return', 'rentrer', 'volver')",0,24,0,13
182,"she calculated that to cross this corner of france and return to the cardinal it would take her at least three days . add another day for landing , and that would make four . add these four to the nine others , that would be thirteen days lost -- thirteen days , during which so many important events might pass in london .","('return', 'revenir', 'volver')",1,10,1,
183,bessie now returned ; at the same moment the carriage was heard rolling up the gravel - walk .,"('return', 'rentrer', 'volver')",0,2,0,16
184,"she reflected likewise that the cardinal would be furious at her return , and consequently would be more disposed to listen to the complaints brought against her than to the accusations she brought against others .","('return', 'retour', 'volver')",5,11,3,1
185,""" poor fellow ! his return to social life will have been but of short duration . ""","('return', 'retour', 'volver')",3,5,3,15
186,"but he was already in the passage , putting on his cloak ; and without one objection , one murmur , he departed . it was then nine o'clock : he did not return till midnight . starved and tired enough he was : but he looked happier than when he set out .","('return', 'revenir', 'volver')",1,33,1,
187,"he then returned to the captain , said a few words to him , and as if from that moment the vessel was under his command , he ordered a maneuver which the crew executed immediately .","('return', 'revenir', 'volver')",1,2,1,
188,that would put off the return to granite house until the first days of december .,"('return', 'retour', 'volver')",3,5,3,
189,"treat her as one of your sisters . we will return someday to pray over her grave . ""","('return', 'revenir', 'volver')",1,10,1,16
190,""" oh , i saw the snare , and i answered you would be quite in despair on your return .","('return', 'retour', 'volver')",5,19,3,
191,"but it must be said that herbert was more anxious than any to return to granite house , for he knew how much the presence of the settlers was needed there .","('return', 'retourner', 'volver')",2,13,2,
192,"the icelander returned to the raft and soon came back with an iron bar which he made use of to bore a hole for the charge . this was no easy work . a hole was to be made large enough to hold fifty pounds of guncotton , whose expansive force is four times that of gunpowder .","('return', 'retourner', 'volver')",2,2,2,
193,"breakfast over , harding and his companions left granite house and returned to the beach .","('return', 'revenir', 'volver')",1,11,1,
194,""" to return instantly to england , and to inform him as soon as the duke leaves london . ""","('return', 'retourner', 'volver')",2,2,2,13
195,"she is a famous craft , you see , and she behaved admirably during the squall which struck us on our return . ""","('return', 'retour', 'volver')",5,21,3,
196,"after a hasty meal , my uncle and the hunter embarked whilst i remained on shore . i was supplied with a lighted lantern to set fire to the fuse . "" now go , "" said my uncle , "" and return immediately to us . "" "" do n't be uneasy , "" i replied . "" i will not play by the way . "" i immediately proceeded to the mouth of the tunnel . i opened my lantern . i laid hold of the end of the match . the professor stood , chronometer in hand . "" ready ? "" he cried .","('return', 'revenir', 'volver')",4,42,1,16
197,"yet by an inexplicable play of the imagination i forgot my present dangers , to contemplate the threatening future . was there any chance of escaping from the fury of this impetuous torrent , and of returning to the surface of the globe ? i could not form the slightest conjecture how or when . but one chance in a thousand , or ten thousand , is still a chance ; whilst death from starvation would leave us not the smallest hope in the world .","('return', 'revenir', 'volver')",1,36,1,
198,"i shall return to brocklehurst hall in the course of a week or two : my good friend , the archdeacon , will not permit me to leave him sooner . i shall send miss temple notice that she is to expect a new girl , so that there will be no difficulty about receiving her .","('return', 'retourner', 'volver')",2,2,2,
199,"at the door of the chapel d’artagnan felt his courage fall anew , and returned to look for athos ; but athos had disappeared .","('return', 'retourner', 'volver')",2,14,2,16
200,"satisfied with this discovery which confirmed all his suspicions , athos returned to the hotel , and found planchet impatiently waiting for him .","('return', 'revenir', 'volver')",1,11,1,13
201,gideon spilett returned to the cart .,"('return', 'revenir', 'volver')",1,2,1,
202,"in a quarter of an hour he returned , accompanied by a tall man , masked , and wrapped in a large red cloak .","('return', 'revenir', 'volver')",1,7,1,16
203,"he took great care not to touch these nests , to which their proprietors would not fail to return .","('return', 'revenir', 'volver')",1,18,1,
204,"a whole half - hour passed , but then , as the sailor had surmised , several couple of grouse returned to their nests .","('return', 'revenir', 'volver')",1,20,1,16
205,""" his fancy , "" the canadian replied , "" wo n't take us very far . the persian gulf has no outlet , and if we enter those waters , it wo n't be long before we return in our tracks . ""","('return', 'revenir', 'volver')",1,38,1,16
206,""" all right , we 'll return , mr . land , and after the persian gulf , if the nautilus wants to visit the red sea , the strait of bab el mandeb is still there to let us in ! ""","('return', 'revenir', 'volver')",1,6,1,16
207,"this return of spring delighted the tenants of granite house , and they soon only passed it in the hours necessary for eating and sleeping .","('return', 'retour', 'volver')",3,1,3,6
208,"besides , it might be supposed that in all probability either the convicts knew of the return of the settlers to granite house , by having seen them pass on the road from the corral , or , after the devastation of the plateau , they had penetrated into jacamar wood , following the course of the mercy , and were thus ignorant of their return .","('return', 'retour', 'volver')",3,16,3,
209,"besides , it might be supposed that in all probability either the convicts knew of the return of the settlers to granite house , by having seen them pass on the road from the corral , or , after the devastation of the plateau , they had penetrated into jacamar wood , following the course of the mercy , and were thus ignorant of their return .","('return', 'retour', 'volver')",5,65,3,1
210,"the grouse were fastened by their claws , and pencroft , delighted at not having to appear before their companions with empty hands , and observing that the day had begun to decline , judged it best to return to their dwelling .","('return', 'retourner', 'volver')",2,38,2,16
211,""" at one o’clock this morning she had not returned . ""","('return', 'rentrer', 'volver')",0,9,0,16
212,"once more he looked at his devastated fields , and at the smoke which still rose from the ruins , then he returned to granite house .","('return', 'revenir', 'volver')",1,22,1,
213,"pencroft then returned to granite house , enchanted with his capture , and , as usual , he made a great show of his game .","('return', 'revenir', 'volver')",1,2,1,
214,"he came languidly , placing himself in a good situation to see all the details . this amused him sometimes a little , and made him endure the siege with patience ; but it did not prevent his getting very tired , or from talking at every moment of returning to paris -- so that if the messengers and the spies had failed , his eminence , notwithstanding all his inventiveness , would have found himself much embarrassed .","('return', 'retourner', 'volver')",2,49,2,16
215,"having said this , the sailor returned to the chimneys .","('return', 'revenir', 'volver')",1,6,1,
216,"at eight o'clock neb had not appeared , but there was no doubt that the frightful weather alone hindered his return , and that he must have taken refuge in some cave , to await the end of the storm or at least the return of day .","('return', 'retour', 'volver')",3,44,3,6
217,"neb , pencroft , and herbert ran also towards the edge of the wood -- but they returned alone .","('return', 'revenir', 'volver')",1,17,1,16
218,""" and when she finally returned , did she bring that casket with her ? ""","('return', 'rentrer', 'volver')",0,5,0,16
219,""" then , "" resumed he , "" mad , desperate , determined to get rid of an existence from which she had stolen everything , honor and happiness , my poor brother returned to lille , and learning the sentence which had condemned me in his place , surrendered himself , and hanged himself that same night from the iron bar of the loophole of his prison .","('return', 'revenir', 'volver')",4,33,1,
220,"however , harding , by a sort of presentiment , doubtless , always persisted in saying that the fugitive would return .","('return', 'revenir', 'volver')",1,20,1,
221,"the necessary preparations for this exploration were now commenced , and were important , for the colonists had sworn not to return to granite house until their twofold object had been achieved ; on the one hand , to exterminate the convicts , and rescue ayrton , if he was still living ; on the other , to discover who it was that presided so effectually over the fortunes of the colony .","('return', 'rentrer', 'volver')",0,21,0,
222,"but there the confidence of d’artagnan stopped . he only added that on his return from great britain he had brought back four magnificent horses -- one for himself , and one for each of his companions ; then he informed porthos that the one intended for him was already installed in the stable of the tavern .","('return', 'retour', 'volver')",5,14,3,1
223,"for the rest , as he reckoned upon returning by the same route in seven or eight days , if porthos were still at the great st . martin , he would call for him on his way .","('return', 'revenir', 'volver')",1,8,1,
224,"he ran forward , then returned , and seemed to entreat them to hasten their steps .","('return', 'revenir', 'volver')",1,5,1,16
225,"herbert descended to the foot of the kauri , and the two sportsmen returned to granite house .","('return', 'revenir', 'volver')",1,13,1,
226,"the ladders , which were formerly used for the ascent , were brought to the chimneys and buried deep in the sand , so that they might be available on the return of the colonists , for the machinery of the lift had been taken to pieces , and nothing of the apparatus remained .","('return', 'retour', 'volver')",3,31,3,
227,"there only his memory returned to him . he shook his head , perceived the cabaret at which he had left aramis , and putting his horse to the trot , he shortly pulled up at the door .","('return', 'revenir', 'volver')",1,4,1,21
228,"however , for greater precaution , herbert took the trouble , which neb deemed superfluous , to wedge up the animal with great stones ; after which the two hunters returned to granite house , following the beach , which the tide had left uncovered .","('return', 'revenir', 'volver')",1,30,1,
229,"on the 10th of december , a week after his return to granite house , harding saw the stranger approaching , who , in a calm voice and humble tone , said to him : "" sir , i have a request to make of you . ""","('return', 'retour', 'volver')",3,10,3,1
230,"on the sixth of the following month the king , in compliance with the promise he had made the cardinal to return to la rochelle , left his capital still in amazement at the news which began to spread itself of buckingham ’s assassination .","('return', 'revenir', 'volver')",1,21,1,
231,"but the king soon again became dull and indisposed ; his brow was not one of those that long remain clear . he felt that in returning to camp he should re - enter slavery ; nevertheless , he did return .","('return', 'retourner', 'volver')",2,26,2,
232,"the return to la rochelle , therefore , was profoundly dull .","('return', 'retour', 'volver')",5,1,3,
233,"he could not refrain from a smile of visible satisfaction ; but this smile soon disappeared , and returning to the adventure of meung , "" tell me , "" continued he , "" had not this gentlemen a slight scar on his cheek ? ""","('return', 'revenir', 'volver')",1,18,1,13
234,"on returning in the evening to his quarters at the bridge of la pierre , the cardinal found , standing before the house he occupied , d’artagnan , without his sword , and the three musketeers armed .","('return', 'revenir', 'volver')",1,1,1,
235,"all the party returned to the chest , which was of an unusually large size .","('return', 'revenir', 'volver')",1,3,1,13
236,"this point settled , there was nothing to be done but to return to the cart , where they would consult .","('return', 'revenir', 'volver')",1,12,1,
237,holmes returned to his seat with that quiet look of inward satisfaction which meant that he had a congenial task before him .,"('return', 'revenir', 'volver')",4,1,1,16
